"序号","仓库名称","仓库编码","事业部商品编码","事业部商品名称","商家商品编码","商家商品标识","库存状态","商品等级编码","库存类型","总库存","可用库存","事业部编码","事业部名称","计量单位","款号","颜色","尺寸","季节","年份"
"232","北京公共平台仓10号库","110025428","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","10","10","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"233","深圳商超B牛奶水饮仓1号库","110021519","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"234","成都亚一公共平台仓7号库","110021846","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","内配出锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"235","北京公共平台仓12号库","118067172","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"236","杭州亚一公共平台仓1号库","110016902","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"237","成都亚一公共平台仓7号库","110021846","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","7","7","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"238","杭州亚一公共平台仓1号库","110016902","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","在途库存","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"239","西安商超B仓1号库","110009210","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","11","11","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"240","沈阳公共平台仓5号库","110008173","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"241","杭州亚一公共平台仓1号库","110016902","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","4","4","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"242","深圳商超B米面粮油仓1号库","110021511","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"243","武汉公共平台仓15号库","118065814","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","8","8","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"244","深圳综合KA仓2号库","118065678","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","19","19","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"245","沈阳酒水公共平台仓1号库","118070260","EMG4418254273209","西班牙moscato莫斯卡托起泡酒女甜型白葡萄酒果酒香槟气泡酒 甜红甜白起泡酒各1瓶","	","POP10029510610731	","良品","100","可用","8","8","EBU4418054743372","杭州舍岭网络科技有限公司","件","","甜红甜白起泡酒各1瓶","","",""
"246","深圳商超B米面粮油仓1号库","110021511","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","残品","2001","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"247","武汉商超B牛奶水饮仓1号库","110005995","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"248","杭州亚一公共平台仓1号库","110016902","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","在途库存","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"249","北京公共平台仓12号库","118067172","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","在途库存","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"250","北京公共平台仓12号库","118067172","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","残品","200","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"251","武汉公共平台仓15号库","118065814","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","其他","300","可用","1","1","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"252","沈阳公共平台仓5号库","110008173","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","残品","200","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"253","沈阳公共平台仓5号库","110008173","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"254","武汉公共平台仓15号库","118065814","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"255","西安商超B仓1号库","110009210","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"256","成都亚一公共平台仓7号库","110021846","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"257","杭州亚一公共平台仓1号库","110016902","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"258","武汉商超B牛奶水饮仓1号库","110005995","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"259","深圳商超B米面粮油仓1号库","110021511","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"260","西安商超B仓1号库","110009210","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","内配出锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"261","杭州亚一公共平台仓1号库","110016902","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","残品","200","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"262","沈阳公共平台仓5号库","110008173","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","残品","200","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"263","沈阳公共平台仓5号库","110008173","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"264","武汉公共平台仓15号库","118065814","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","残品","200","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"265","北京公共平台仓12号库","118067172","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","1","1","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"266","深圳商超B牛奶水饮仓1号库","110021519","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"267","成都亚一公共平台仓7号库","110021846","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","内配出锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"268","武汉商超B牛奶水饮仓1号库","110005995","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","内配出锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"269","成都亚一公共平台仓7号库","110021846","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","在途库存","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"270","沈阳公共平台仓5号库","110008173","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","内配出锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"271","北京公共平台仓10号库","110025428","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"272","武汉商超B牛奶水饮仓1号库","110005995","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","残品","200","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"273","杭州亚一公共平台仓1号库","110016902","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"274","杭州亚一公共平台仓1号库","110016902","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","残品","200","可用","1","1","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"275","沈阳公共平台仓5号库","110008173","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","脏品","400","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"276","深圳综合KA仓2号库","118065678","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"277","北京公共平台仓12号库","118067172","EMG4418248008508","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*1","	","POP10032955939232	","残品","200","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*1","","",""
"278","深圳商超B米面粮油仓1号库","110021511","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"279","西安商超B仓1号库","110009210","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"280","武汉商超B牛奶水饮仓1号库","110005995","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"281","沈阳公共平台仓5号库","110008173","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"282","深圳商超B牛奶水饮仓1号库","110021519","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"283","北京公共平台仓12号库","118067172","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"284","沈阳公共平台仓5号库","110008173","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"285","沈阳公共平台仓5号库","110008173","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","残品","200","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"286","沈阳公共平台仓5号库","110008173","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","残品","200","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"287","深圳商超B牛奶水饮仓1号库","110021519","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"288","杭州亚一公共平台仓1号库","110016902","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"289","成都亚一公共平台仓7号库","110021846","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"290","西安商超B仓1号库","110009210","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"291","西安商超B仓1号库","110009210","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","残品","200","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"292","杭州亚一公共平台仓1号库","110016902","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","残品","200","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"293","西安商超B仓1号库","110009210","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","残品","200","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"294","沈阳酒水公共平台仓1号库","118070260","EMG4418246332641","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【自饮套餐】阿斯蒂甜白*2","	","POP10031634063350	","良品","100","可用","4","4","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【自饮套餐】阿斯蒂甜白*2","","",""
"295","西安商超B仓1号库","110009210","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"296","西安商超B仓1号库","110009210","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"297","武汉商超B牛奶水饮仓1号库","110005995","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"298","北京公共平台仓12号库","118067172","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"299","深圳商超B牛奶水饮仓1号库","110021519","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"300","深圳商超B米面粮油仓1号库","110021511","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"301","深圳商超B牛奶水饮仓1号库","110021519","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"302","杭州亚一公共平台仓1号库","110016902","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"303","深圳商超B米面粮油仓1号库","110021511","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","残品","200","仓库锁定","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"304","深圳商超B米面粮油仓1号库","110021511","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","残品","200","可用","6","6","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"305","成都亚一公共平台仓7号库","110021846","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
"306","沈阳公共平台仓5号库","110008173","EMG4418244779214","意大利BOSIO进口DOCG莫斯卡托甜白葡萄酒起泡酒moscato香槟气泡酒阿斯蒂小甜水 【礼盒套餐】阿斯蒂甜白*2","	","POP10035030463570	","良品","100","可用","0","0","EBU4418054743372","杭州舍岭网络科技有限公司","件","","【礼盒套餐】阿斯蒂甜白*2","","",""
